Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,SecndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NPkVill,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
1179,50,5,54.0,7681,1,1,0,0,0,2,2,0,1,5,6,1921,1950,1,1,15,15,2,2,0,5,2,4,6,0,6,0,731,731,1,0,1,0,820,523,0,1343,0,0,1,1,3,1,2,7,0,1,6,1921.0,3,1,186,5,5,0,192,0,102,0,0,0,0,7,2009,-1,0,154900,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,20,5,77.0,8335,1,0,0,0,0,2,2,0,0,5,5,1954,1954,1,1,15,15,2,2,3,5,2,4,6,0,6,0,0,0,1,1,1,0,1124,0,0,1124,0,0,1,0,3,1,2,5,2,1,6,1964.5,3,0,0,5,5,2,0,36,190,0,0,0,0,4,2006,-1,0,93000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,120,7,64.0,5587,1,1,2,0,1,2,2,3,0,8,5,2008,2008,3,1,5,-1,0,2,2,5,2,4,6,1480,6,0,120,1600,1,0,1,0,1652,0,0,1652,1,1,2,0,2,1,1,5,0,1,6,2008.0,3,2,482,5,5,0,162,53,0,153,0,0,0,11,2008,3,5,392500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,60,5,160.0,15623,1,1,0,0,0,2,2,0,3,10,5,1996,1996,3,1,15,7,1,2,2,5,2,4,6,2096,6,0,300,2396,1,0,1,0,2411,2065,0,4476,1,0,3,1,4,1,0,10,0,2,6,1996.0,3,3,813,5,5,0,171,78,0,0,0,555,0,7,2007,-1,1,745000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1184,30,5,60.0,10800,1,0,0,0,0,2,2,0,0,5,6,1920,1950,3,1,13,13,2,2,0,5,2,4,6,821,6,0,299,1120,1,0,1,0,1130,0,0,1130,1,0,1,0,2,1,2,5,0,1,6,1970.0,3,2,720,5,5,0,229,0,0,0,0,0,0,6,2006,-1,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1185,20,5,50.0,35133,0,0,0,0,1,2,2,0,0,5,4,1963,1963,3,1,8,8,2,2,1,5,2,4,6,1159,6,0,413,1572,1,1,1,0,1572,0,0,1572,1,0,1,1,3,1,2,5,0,2,6,1963.0,3,3,995,5,5,0,0,263,0,0,263,0,0,5,2007,-1,0,186700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1187,190,5,107.0,10615,1,1,1,0,1,0,0,-1,3,3,5,1900,1970,1,1,6,6,2,2,1,5,2,4,6,440,6,0,538,978,1,2,1,0,1014,685,0,1699,1,0,2,0,3,2,2,7,0,0,6,1920.0,3,2,420,5,5,0,0,74,0,0,0,0,0,8,2009,-1,1,95000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1188,20,5,89.0,12461,1,0,0,0,0,2,2,0,0,8,5,1994,1995,1,1,7,7,1,2,2,5,2,4,6,1456,6,0,168,1624,1,0,1,0,1624,0,0,1624,1,0,2,0,2,1,1,5,0,1,6,1994.0,3,3,757,5,5,0,0,114,192,0,0,0,0,7,2006,-1,0,262000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1189,60,5,68.0,8935,1,1,0,0,0,2,2,0,3,7,5,2002,2002,1,1,14,14,1,2,2,5,2,4,6,0,6,0,831,831,1,0,1,0,831,829,0,1660,0,0,2,1,3,1,1,7,0,0,6,2002.0,3,2,493,5,5,0,144,68,0,0,0,0,0,7,2009,-1,0,195000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,60,5,60.0,7500,1,0,0,0,0,2,2,0,3,7,5,1999,1999,1,1,14,14,2,2,2,5,2,4,6,0,6,0,994,994,1,1,1,0,1028,776,0,1804,0,0,2,1,3,1,1,7,0,1,6,1999.0,3,2,442,5,5,0,140,60,0,0,0,0,0,6,2010,-1,0,189000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,160,2,24.0,2645,1,0,0,0,0,2,2,-1,3,8,5,1999,2000,1,1,8,8,1,2,2,5,2,4,6,0,6,0,776,776,1,0,1,0,764,677,0,1441,0,0,2,1,2,1,1,5,0,0,6,1999.0,3,2,492,5,5,0,206,0,0,0,0,0,0,11,2007,-1,0,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1193,50,7,60.0,9600,1,0,0,0,0,2,2,0,1,5,8,1925,1994,2,1,14,14,2,2,2,5,2,4,6,0,6,0,702,702,1,1,1,0,842,630,0,1472,0,0,1,0,3,1,1,6,0,0,6,1925.0,3,1,250,5,5,1,0,0,84,0,0,0,0,7,2007,-1,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1194,120,7,70.39390756302521,4500,1,0,0,0,0,2,2,3,0,6,5,1999,1999,3,1,14,14,2,2,2,5,2,4,6,883,6,0,341,1224,1,0,1,0,1224,0,0,1224,1,0,2,0,2,1,2,5,0,0,6,1999.0,3,2,402,5,5,0,0,304,0,0,0,0,0,6,2009,-1,0,165000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,60,5,80.0,9364,1,0,0,0,0,2,2,0,3,6,7,1969,1969,1,1,6,6,2,2,1,5,2,4,6,371,6,0,292,663,1,2,1,0,663,689,0,1352,0,0,1,1,4,1,2,7,0,0,6,1969.0,3,1,299,5,5,0,379,36,0,0,0,0,0,3,2010,-1,0,158000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1197,60,5,58.0,14054,1,1,0,0,0,2,2,0,3,7,5,2006,2006,1,1,14,14,1,2,2,5,2,4,6,0,6,0,879,879,1,0,1,0,879,984,0,1863,0,0,2,1,4,1,1,9,0,1,6,2006.0,3,3,660,5,5,0,100,17,0,0,0,0,0,11,2006,3,5,219210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,75,7,65.0,8850,1,1,1,0,0,2,2,0,5,7,6,1916,1950,1,1,8,8,2,2,0,5,2,4,6,0,6,0,815,815,1,0,1,0,815,875,0,1690,0,0,1,0,3,1,2,7,0,1,6,1916.0,3,1,225,5,5,0,0,0,330,0,0,0,0,7,2006,6,0,144000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1199,20,5,70.0,9100,1,0,0,0,0,2,2,0,0,7,5,2001,2001,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1212,1212,1,0,1,0,1212,0,0,1212,0,0,2,0,3,1,1,6,0,0,6,2001.0,3,2,573,5,5,0,356,0,0,0,0,0,0,6,2009,-1,0,178000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,20,5,75.0,11235,1,0,0,0,0,2,2,0,0,4,5,1963,1979,1,1,6,6,2,2,1,5,2,4,6,547,6,0,504,1051,1,1,1,0,1382,0,0,1382,0,0,1,1,3,1,2,6,0,1,6,1974.0,3,2,459,5,5,0,0,82,0,0,0,0,0,10,2006,-1,0,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1202,60,5,80.0,10400,1,0,0,0,0,2,2,0,3,7,5,1998,1998,1,1,14,14,2,2,2,5,2,4,6,0,6,0,866,866,1,0,1,0,866,913,0,1779,0,0,2,1,3,1,1,6,0,0,6,1998.0,3,2,546,5,5,0,198,36,0,0,0,0,0,3,2009,-1,0,197900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,50,7,50.0,6000,1,0,0,0,0,2,2,0,1,5,8,1925,1997,1,1,15,15,2,2,0,5,2,4,6,0,6,0,884,884,1,0,1,0,884,464,0,1348,1,0,1,0,3,1,2,5,0,1,6,1960.0,3,1,216,5,5,2,0,0,208,0,0,0,0,5,2009,-1,0,117000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,20,5,75.0,9750,1,0,0,0,0,2,2,0,0,7,5,2000,2001,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1630,1630,1,0,1,0,1630,0,0,1630,0,0,2,0,3,1,1,6,0,1,6,2000.0,3,2,451,5,5,0,74,234,0,0,0,0,0,10,2009,-1,0,213000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,20,5,78.0,10140,1,0,0,0,0,2,2,0,0,5,6,1975,1975,1,1,6,6,2,2,1,5,2,4,6,788,6,0,268,1056,1,0,1,0,1074,0,0,1074,1,0,1,1,3,1,2,6,0,0,6,1975.0,3,2,495,5,5,0,0,88,0,0,0,0,0,7,2006,-1,0,153500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1207,20,4,70.39390756302521,8900,1,0,0,0,0,2,2,0,0,4,4,1966,1966,1,1,6,6,2,2,1,5,2,4,6,1056,6,0,0,1056,1,2,1,0,1056,0,0,1056,1,0,1,0,2,1,2,5,0,0,6,1966.0,3,1,384,5,5,0,0,42,0,0,0,0,0,11,2006,-1,0,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1208,20,5,70.0,9135,1,0,0,0,0,2,2,0,0,6,5,2003,2003,1,1,14,14,1,2,2,5,2,4,6,340,6,0,1342,1682,1,0,1,0,1700,0,0,1700,1,0,2,0,3,1,1,7,0,0,6,2003.0,3,2,544,5,5,0,192,23,0,0,0,0,0,5,2006,-1,0,200000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,20,5,70.0,7763,1,0,0,0,0,2,2,0,0,5,7,1962,1980,1,1,8,8,2,1,1,5,2,4,6,504,6,108,319,931,1,2,1,0,1283,0,0,1283,1,0,1,0,3,1,2,6,0,0,6,1980.0,3,2,506,5,5,0,0,0,0,0,0,0,0,10,2008,-1,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,20,5,85.0,10182,1,1,0,0,0,3,2,0,0,8,5,2006,2006,3,1,14,14,1,2,2,5,2,4,6,1220,6,0,440,1660,1,0,1,0,1660,0,0,1660,1,0,2,0,3,1,1,8,0,1,6,2006.0,3,2,500,5,5,0,322,50,0,0,0,0,0,5,2006,3,5,290000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1212,50,5,152.0,12134,1,1,1,0,1,2,2,0,1,8,7,1988,2005,1,1,15,15,1,2,5,5,2,4,6,427,6,0,132,559,1,1,1,0,1080,672,0,1752,0,0,2,0,4,1,2,8,0,0,6,1988.0,3,2,492,5,5,0,325,12,0,0,0,0,0,6,2010,-1,0,164000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,30,5,50.0,9340,1,0,0,0,0,2,2,0,0,4,6,1941,1950,3,1,8,8,2,2,1,5,2,4,6,344,6,0,328,672,1,2,1,0,672,0,0,672,1,0,1,0,2,1,2,4,0,0,6,1941.0,3,1,234,5,5,2,0,113,0,0,0,0,0,8,2009,-1,0,113000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,80,5,70.39390756302521,10246,1,1,0,0,0,2,2,0,7,4,9,1965,2001,1,1,14,14,2,1,1,5,1,4,6,648,6,0,0,648,1,0,1,0,960,0,0,960,1,1,0,0,0,1,2,3,0,0,6,1965.0,3,1,364,5,5,0,88,0,0,0,0,0,0,5,2006,-1,0,145000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1215,85,5,69.0,10205,1,1,0,0,0,2,2,0,6,5,5,1962,1962,1,1,8,8,2,2,1,5,2,4,6,784,6,0,141,925,1,2,1,0,999,0,0,999,1,0,1,0,3,1,2,6,0,0,6,1962.0,3,1,300,5,5,0,150,72,0,0,0,0,0,5,2006,-1,0,134500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,90,7,68.0,8930,1,0,0,0,0,8,2,-1,1,6,5,1978,1978,1,1,14,14,2,2,3,5,2,4,6,0,6,0,0,0,1,2,1,0,1318,584,0,1902,0,0,2,0,4,2,2,8,0,0,6,1978.0,3,2,539,5,5,0,0,0,0,0,0,0,0,4,2010,-1,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1218,20,2,72.0,8640,1,0,0,0,0,2,2,0,0,8,5,2009,2009,1,1,5,-1,1,2,2,5,2,4,6,936,6,0,364,1300,1,0,1,0,1314,0,0,1314,1,0,2,0,3,1,1,6,0,0,6,2009.0,3,2,552,5,5,0,135,112,0,0,0,0,0,9,2009,3,5,229456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1219,50,7,52.0,6240,1,0,0,0,0,2,2,0,1,4,5,1947,1950,1,1,0,0,2,2,3,5,2,4,6,0,6,0,0,0,1,1,0,0,672,240,0,912,0,0,1,0,2,1,2,3,0,0,6,1986.5,3,0,0,5,5,2,0,0,0,0,0,0,0,7,2006,-1,0,80500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,20,5,66.0,7800,1,1,0,0,0,2,2,0,0,5,5,1964,1964,1,1,15,15,2,2,1,5,2,4,6,312,6,600,0,912,1,2,1,0,912,0,0,912,0,0,1,0,2,1,2,5,0,0,6,1964.0,3,1,288,5,5,0,0,0,0,0,0,0,0,11,2006,-1,1,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,20,5,55.0,8250,1,0,0,0,0,1,2,0,0,5,5,1968,1968,3,1,6,6,2,2,1,5,2,4,6,250,6,492,210,952,1,0,1,0,1211,0,0,1211,0,0,1,0,3,1,2,5,0,1,6,1968.0,3,1,322,5,5,0,0,63,0,0,0,0,0,8,2008,-1,0,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1223,50,5,78.0,10496,1,0,0,0,0,0,2,0,1,6,6,1949,1950,1,1,15,15,2,2,1,5,2,4,6,196,6,0,844,1040,1,0,1,0,1168,678,0,1846,0,0,2,0,3,1,2,7,0,1,6,1949.0,3,1,315,5,5,0,0,0,0,0,0,0,0,1,2007,-1,0,143000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,20,5,89.0,10680,1,0,0,0,0,2,2,0,0,5,3,1951,1951,3,1,15,15,2,2,1,5,3,4,6,756,6,0,1380,2136,1,2,0,1,2136,0,0,2136,0,0,2,0,4,1,2,7,3,0,6,1951.0,3,2,528,5,5,0,0,30,0,0,0,0,0,10,2006,-1,0,137900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,80,5,65.0,10482,1,0,0,0,0,2,2,0,7,6,8,1958,1958,3,1,14,14,2,1,1,5,2,4,6,507,6,0,81,588,1,0,1,0,1138,0,0,1138,0,1,1,0,3,1,2,6,0,0,6,1958.0,3,1,264,5,5,0,224,0,0,0,0,0,0,6,2007,-1,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,60,5,86.0,14598,1,1,0,0,0,1,2,0,3,6,5,2007,2007,1,1,14,14,1,2,2,5,2,4,6,0,6,0,894,894,1,0,1,0,894,1039,0,1933,0,0,2,1,4,1,1,9,0,1,6,2007.0,3,3,668,5,5,0,100,18,0,0,0,0,0,1,2008,-1,0,214000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1228,20,5,72.0,8872,1,0,0,0,0,2,2,0,0,5,8,1965,2008,1,1,14,14,2,2,1,5,2,4,6,595,6,0,317,912,1,0,1,0,912,0,0,912,1,0,1,0,2,1,1,5,0,0,6,1992.0,3,2,576,5,5,0,0,240,0,0,0,0,0,12,2008,-1,0,147000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,120,5,65.0,8769,1,0,0,0,0,2,2,3,0,9,5,2008,2008,3,1,8,8,0,2,2,5,2,4,6,1540,6,0,162,1702,1,0,1,0,1702,0,0,1702,1,0,1,1,1,1,0,7,0,1,6,2008.0,3,3,1052,5,5,0,0,72,0,0,224,0,0,10,2008,3,5,367294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1231,90,5,70.39390756302521,18890,1,1,0,0,0,1,8,-1,1,5,5,1977,1977,5,1,10,10,2,2,1,5,2,4,6,498,6,211,652,1361,1,0,1,0,1361,1259,0,2620,0,0,2,2,4,2,2,12,0,1,6,1977.0,3,2,600,5,5,2,155,24,145,0,0,0,8300,8,2007,-1,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1232,90,5,70.0,7728,1,0,0,0,0,2,2,-1,7,5,6,1962,1962,3,1,15,15,2,2,1,5,2,4,6,803,6,0,303,1106,1,2,1,0,1190,0,0,1190,1,0,1,0,3,1,2,6,0,0,6,1962.0,3,2,540,5,5,0,0,18,0,0,0,0,0,5,2006,-1,0,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,90,5,70.0,9842,1,0,0,0,0,2,2,-1,0,4,5,1962,1962,1,1,6,6,2,2,3,5,2,4,6,0,6,0,0,0,1,2,1,0,1224,0,0,1224,0,0,2,0,2,2,2,6,0,0,6,1962.0,3,2,462,5,5,0,0,0,0,0,0,0,0,3,2007,-1,0,101800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,20,5,70.39390756302521,12160,1,1,0,0,0,2,2,0,0,5,5,1959,1959,3,1,10,10,2,2,1,5,2,4,6,1000,6,0,188,1188,1,3,1,0,1188,0,0,1188,1,0,1,0,3,1,2,6,0,0,6,1959.0,3,2,531,5,5,0,0,0,0,0,0,0,0,5,2010,4,1,142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,70,5,96.0,13132,1,0,0,0,0,2,2,0,3,5,5,1914,1950,1,1,15,15,2,2,0,5,2,4,6,0,6,0,747,747,1,1,1,2,892,892,0,1784,0,0,1,1,4,1,2,9,0,0,6,1914.0,3,1,180,5,5,2,203,40,0,0,0,0,0,7,2006,-1,0,138887,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,160,5,36.0,2628,1,0,0,0,0,2,2,-1,3,7,5,2003,2003,1,1,14,-1,1,2,2,5,2,4,6,0,6,0,764,764,1,0,1,0,764,862,0,1626,0,0,2,1,2,1,1,6,0,0,6,2003.0,3,2,474,5,5,0,0,27,0,0,0,0,0,6,2010,-1,0,175500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1238,60,5,41.0,12393,1,2,0,0,0,2,2,0,3,7,5,2004,2005,1,1,14,14,1,2,2,5,2,4,6,0,6,0,847,847,1,0,1,0,847,1101,0,1948,0,0,2,1,4,1,1,8,0,1,6,2004.0,3,2,434,5,5,0,100,48,0,0,0,0,0,9,2006,-1,0,195000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,20,5,63.0,13072,1,0,0,0,0,8,2,0,0,6,5,2005,2005,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1141,1141,1,0,1,0,1141,0,0,1141,0,0,1,1,3,1,2,6,0,0,6,2005.0,3,2,484,5,5,0,0,0,0,0,0,0,0,3,2006,-1,1,142500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1241,60,5,65.0,8158,1,0,0,0,0,2,2,0,3,7,5,2003,2003,1,1,14,14,1,2,2,5,2,4,6,550,6,0,334,884,1,0,1,0,884,884,0,1768,1,0,2,1,3,1,1,8,0,0,6,2003.0,3,2,543,5,5,0,0,63,0,0,0,0,0,7,2008,-1,0,224900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,20,5,83.0,9849,1,0,0,0,0,2,2,0,0,7,6,2007,2007,3,1,14,14,1,2,2,5,2,4,6,0,6,0,1689,1689,1,0,1,0,1689,0,0,1689,0,0,2,0,3,1,1,7,0,0,6,2007.0,3,3,954,5,5,0,0,56,0,0,0,0,0,6,2007,3,5,248328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1243,85,5,85.0,10625,1,0,0,0,0,2,2,0,6,7,6,1974,1974,1,1,10,10,2,2,1,5,2,4,6,885,6,168,0,1053,1,2,1,0,1173,0,0,1173,1,0,2,0,3,1,1,6,0,2,6,1974.0,3,2,528,5,5,0,0,120,0,0,0,0,0,1,2010,-1,4,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1244,20,5,107.0,13891,1,0,0,0,0,2,2,0,0,10,5,2006,2006,1,1,14,14,0,2,2,5,1,4,6,1386,6,0,690,2076,1,0,1,0,2076,0,0,2076,1,0,2,1,2,1,0,7,0,1,6,2006.0,3,3,850,5,5,0,216,229,0,0,0,0,0,9,2006,3,5,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1246,80,5,78.0,12090,1,0,0,0,0,2,2,0,7,6,7,1984,2003,3,1,14,14,2,2,1,5,2,4,6,0,6,0,585,585,1,0,1,0,1140,728,0,1868,0,0,3,1,3,1,2,7,0,1,6,1984.0,3,2,477,5,5,0,268,112,0,0,147,0,0,1,2007,-1,1,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1247,60,2,65.0,8125,1,0,0,0,0,2,2,0,3,7,5,2005,2006,1,1,14,14,1,2,2,5,2,4,6,0,6,0,756,756,1,0,1,0,756,797,0,1553,0,0,2,1,3,1,1,6,0,0,6,2005.0,3,2,615,5,5,0,0,45,0,0,0,0,0,3,2006,3,5,186500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1248,80,5,70.39390756302521,12328,1,1,0,0,0,2,2,0,7,6,5,1976,1976,1,1,6,6,2,2,1,5,2,4,6,539,6,0,473,1012,1,2,1,0,1034,0,0,1034,1,0,1,0,3,1,2,6,0,0,6,1976.0,3,3,888,5,5,0,0,0,0,0,0,0,0,5,2010,-1,0,169900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,75,7,60.0,9600,1,0,0,0,0,2,2,0,5,6,5,1917,1950,1,1,0,0,2,2,0,5,2,4,6,319,6,0,416,735,4,3,0,0,1134,924,0,2058,0,0,1,1,3,1,2,8,0,1,6,1950.0,3,2,396,5,5,1,0,0,259,0,0,0,0,4,2008,-1,0,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1251,20,5,93.0,11160,1,0,0,0,0,2,2,0,0,7,5,1968,1968,3,1,3,3,1,2,1,5,2,4,6,1065,6,0,1045,2110,1,0,1,0,2110,0,0,2110,1,0,2,1,3,1,0,8,0,2,6,1968.0,3,2,522,5,5,0,0,0,0,0,0,0,0,4,2010,-1,0,244000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,120,5,70.39390756302521,3136,1,1,0,0,0,2,2,3,0,7,5,2003,2003,1,1,14,-1,1,2,2,5,2,4,6,0,6,0,1405,1405,1,0,1,0,1405,0,0,1405,0,0,2,0,2,1,1,6,0,1,6,2003.0,3,2,478,5,5,0,148,36,0,0,0,0,0,3,2006,-1,0,171750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1253,20,5,62.0,9858,1,0,0,0,0,2,2,0,0,5,6,1968,1968,1,1,6,6,2,2,1,5,2,4,6,510,6,0,354,864,1,2,1,0,874,0,0,874,1,0,1,0,3,1,2,5,0,0,6,1968.0,3,1,288,5,5,0,33,0,0,0,0,0,600,11,2009,-1,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,60,5,70.39390756302521,17542,1,1,0,0,0,2,2,0,3,7,7,1974,2003,1,1,15,15,1,2,1,5,2,4,6,125,6,1031,36,1192,1,2,1,0,1516,651,0,2167,1,0,2,1,3,1,1,9,0,2,6,1974.0,3,2,518,5,5,0,220,47,0,0,0,0,0,7,2007,-1,0,294000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
