Emp #,Designation,Experience,Salary,AggrBehavScore,ActivityScore,LinesOfCode,Qualification,Degree,YearsOfStudy,EducationalInstitute,Gender,Empl_Band
e29,Sr.Analyst,15.0,77424,0.7827171655469213,4,1692,,,17.0,,F,A
e30,Sr.Manager,14.2,70632,0.6821521343843219,4,2156,,,19.0,,F,A
e31,Sr.Analyst,13.2,50428,1.5360546569306814,7,2318,,,29.0,,M,A
e32,Sr.Analyst,8.9,51181,1.7899318778207018,6,2755,,,35.0,,F,A
e33,Director,12.0,97684,1.697840441936504,4,5486,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,7.0,47671,2.099495480084161,5,1040,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,10.2,58746,3.049393178232429,5,1891,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,12.0,66249,1.4223015796407397,6,4072,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,12.0,70030,3.0299376629418195,4,3011,PostGrad,Mtech,18.0,,F,A
e38,Director,20.0,94246,1.8392389608058284,7,7175,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,4.0,29046,5.3144489068128395,11,3773,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,5.4,22097,9.563489482279326,14,4916,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,5.3,26885,3.6503155231123183,15,5811,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,7.7,32887,6.815407883408473,22,8731,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,4.9,25431,8.210728557052747,16,6644,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,3.4,21442,3.3893074943136714,22,2129,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,6.1,23372,6.781739451339427,5,51,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,8.0,34694,4.861784562606203,4,9348,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,28224,3.6615610555007363,17,3070,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,1.2,20966,8.975140071990749,20,1061,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,4.6,21445,4.12619598730083,11,6737,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,2.2,21687,7.22511792871341,23,616,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,6.3,24973,1.3601805225516406,11,4104,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,5.7,26972,9.830037927534935,14,2274,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,6.2,26082,4.8411339729225595,22,2624,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,26596,2.8059499810706012,14,6596,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,5.0,38564,6.449212501112668,15,11664,Grad,Btech,16.0,,F,B
e56,Sr.Dev,10.0,30313,4.0356223674758285,2,3269,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,8.5,38828,2.358555775054942,16,4105,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,9.8,45017,7.541048495550135,4,9630,Grad,Btech,16.0,,F,B
e59,Sr.Dev,8.0,30947,2.294645031909053,5,8073,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,8.7,34172,5.212993285959879,6,1925,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,9.5,30059,8.08780604244518,10,3293,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,5.3,40358,3.70836201572599,15,4213,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,7.1,29025,3.179789044533923,14,7603,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,6.0,44372,5.393820232853986,16,5323,Grad,Btech,16.0,,F,B
e65,Sr.Dev,8.0,47006,7.013603832152851,4,9243,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,10.3,38808,1.9981030373451731,6,4535,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,7.9,35027,4.562348644800004,8,5985,Grad,Btech,16.0,,M,B
e68,Sr.Dev,6.9,38777,3.4447597029251384,11,4556,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,6.4,35768,4.4783353006440665,12,3007,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,5.9,34733,2.9620471310458045,11,4412,Grad,Btech,16.0,,M,B
e71,Sr.Dev,9.2,89833,6.34976211615702,7,5623,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,78527,6.543095981195101,9,9939,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,7.7,41172,3.34922519051149,16,6480,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,5.6,34434,3.237560892095206,16,2495,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,8.1,62722,6.8192940384620915,11,7809,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,9.7,38244,2.225967334448672,14,3713,Grad,Btech,16.0,,M,B
e77,Sr.Dev,9.2,79136,4.778106257122359,14,5458,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,7.3,31192,3.4096292036803444,9,1805,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,5.1,38135,6.757033961366087,4,3351,Grad,Btech,16.0,,M,B
e80,Sr.Dev,4.4,46895,5.400881207069762,5,6583,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,6.3,35092,3.947109304559663,6,4599,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,4.0,30518,3.6309263584705467,11,4391,Grad,Btech,16.0,,F,B
e83,Sr.Dev,8.6,42728,3.3442198656938005,12,7003,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,8.0,31655,4.1302132478874904,0,2590,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,16.0,86275,0.7925734680765575,1,1030,Grad,,15.0,clg,M,A
e2,Jr.Dev,3.0,25134,6.026192795687174,17,6464,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,6.0,33712,2.5297013654040965,9,4216,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,2.0,22763,9.59937823560653,23,9145,,Mtech,18.0,,F,C
e5,Sr.Dev,5.0,39725,3.8073542955056396,9,4858,,Btech,16.0,,F,B
e6,Sr.Dev,9.5,38113,2.4618613614063376,8,2906,,,15.0,unv,M,B
e7,Sr.Dev,4.3,32778,2.996438011832864,7,4503,PostGrad,IntMsc,,cunv,F,B
e8,Director,20.0,91478,1.1520753283263347,5,1696,,,,,M,A
e9,Manager,9.0,61309,1.14741006726169,7,1723,,,18.0,iit,F,B
e10,Sr.Analyst,12.5,52968,1.5636695837172105,4,3007,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,11.5,52297,1.7277071836354052,5,2860,Phd,,22.0,,M,A
e12,Sr.Manager,15.0,75704,0.777981564970662,6,1038,,Msc,27.0,iit,F,A
e13,Analyst,10.0,42203,1.5323334258164052,7,3334,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,9.3,42316,1.5887037789564828,4,1884,,,,,F,C
e15,Analyst,8.1,44226,2.145692766205707,7,3087,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,67027,1.0378361309718722,4,1796,Grad,Btech,16.0,clg,M,B
e17,Manager,10.8,69230,1.9007892738145067,5,2074,Grad,,,,M,B
e18,Sr.Manager,16.0,80132,1.365981645212406,4,1777,,,15.0,,M,A
e19,Sr.Analyst,6.5,51998,2.466103418763029,9,3272,,,16.0,,M,A
e20,Sr.Analyst,8.7,57663,2.1998808373367886,6,1924,,,,,F,A
e21,Sr.Analyst,9.1,59734,2.069728544431881,7,2229,,,,,M,A
e22,Sr.Analyst,10.0,47890,1.92531385779494,7,2666,postdoc,,,,F,A
e23,Analyst,6.2,40939,2.5413809719360843,5,3093,,,15.0,,M,C
e24,Analyst,8.5,50675,2.506059917595819,7,2864,,,15.0,,M,C
e25,Analyst,8.7,42954,2.1012660457204495,7,3077,,,15.0,,M,C
e26,Manager,12.0,60480,1.1068354545231767,6,1407,,,17.0,,M,B
e27,Manager,11.2,70277,1.3104775768485994,5,989,,,17.0,,M,B
e28,Manager,13.5,68340,1.3585902861189312,6,1210,,,,,F,B
e29,Sr.Analyst,15.0,79383,1.453709868079922,2,880,,,17.0,,F,A
e30,Sr.Manager,16.2,74013,1.1212238220361925,5,2044,,,19.0,,F,A
e31,Sr.Analyst,11.2,49915,1.348107516045208,3,2136,,,29.0,,M,A
e32,Sr.Analyst,11.9,56377,1.9566347140966576,6,2246,,,35.0,,F,A
e33,Director,16.0,101781,1.095838892234403,4,5671,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,8.0,49629,2.79040930022988,5,-172,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,11.2,60537,2.4306183615199024,5,2363,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,11.0,66712,1.0783377819099214,7,3169,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,14.0,70230,3.419492414420907,5,2690,PostGrad,Mtech,18.0,,F,A
e38,Director,19.0,94118,1.8798563808179036,4,8128,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,5.0,27631,5.910057092162614,10,2946,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,4.4,23370,9.919553352526847,15,5791,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,5.3,29888,3.265499510302681,18,6306,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,6.7,31574,6.186749790262528,22,9893,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,4.9,25460,7.895979336875932,16,5597,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,3.4,22494,3.5702275999103987,22,2617,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,6.1,27568,7.146059875270523,4,-322,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,8.0,33504,4.912721702651821,4,9643,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,30436,3.891800772562044,16,2575,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,0.19999999999999996,16749,9.378354195341016,17,625,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,3.6,26707,3.871524753824639,11,7056,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,4.2,22293,6.907381211454357,24,1547,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,5.3,27773,1.4152858068921197,11,3784,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,5.7,23444,9.058902718767433,12,1266,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,6.2,25025,4.772638739555218,23,3132,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,5.5,28490,2.5131132431743697,14,5774,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,7.0,39287,6.201590453775605,16,11394,Grad,Btech,16.0,,F,B
e56,Sr.Dev,6.0,33829,3.710809587299841,6,4140,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,8.5,36038,2.273827593285908,13,5087,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,10.8,45329,7.063947748805349,5,9947,Grad,Btech,16.0,,F,B
e59,Sr.Dev,8.0,32724,2.588303167090101,6,7336,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,6.7,35880,5.1468102033948435,10,874,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,6.5,33693,7.877158184771919,12,4427,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,4.3,43318,3.879567668873654,12,4636,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,5.1,32973,3.0510523036848944,14,6758,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,6.0,48785,5.101303992496307,13,5088,Grad,Btech,16.0,,F,B
e65,Sr.Dev,7.0,48395,6.5285477795225475,6,8305,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,8.3,42879,1.9820792250949981,7,5404,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,6.9,29935,4.472636289478595,9,7339,Grad,Btech,16.0,,M,B
e68,Sr.Dev,7.9,38789,2.817503489352251,8,6346,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,8.4,35690,5.287474547363145,11,3740,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,7.9,35971,2.360306734975297,12,3226,Grad,Btech,16.0,,M,B
e71,Sr.Dev,7.2,90965,6.5353618408423415,8,4935,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,4.6,80692,6.950405308246584,9,8990,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,7.7,39610,3.5091346778367685,16,6651,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,5.6,37624,2.706216776700663,15,3335,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,7.1,60645,6.779603798273255,12,9091,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,7.7,38676,2.1813777550401765,15,4243,Grad,Btech,16.0,,M,B
e77,Sr.Dev,5.2,80586,4.251303516229111,14,4721,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,7.3,35718,3.0500361854406672,13,1557,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,8.1,37296,6.526560104543174,4,4422,Grad,Btech,16.0,,M,B
e80,Sr.Dev,4.4,43053,5.454432913138025,4,6742,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,7.3,32618,3.5980212880590035,8,4634,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,5.0,30513,3.6420751844791184,11,4027,Grad,Btech,16.0,,F,B
e83,Sr.Dev,5.6,41801,3.166720708718087,10,7989,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,9.0,35446,3.9331591340770222,4,2614,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,14.0,83601,0.4222076005932814,3,851,Grad,,15.0,clg,M,A
e2,Jr.Dev,5.0,26319,5.9040887654511325,19,7189,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,6.0,35845,3.116650869254007,6,3126,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,5.0,17239,9.894679171388699,25,10126,,Mtech,18.0,,F,C
e5,Sr.Dev,5.0,35967,3.9515823801145276,10,3368,,Btech,16.0,,F,B
e6,Sr.Dev,6.5,38964,2.5146656309161624,6,2459,,,15.0,unv,M,B
e7,Sr.Dev,5.3,34243,3.040120068461542,11,3113,PostGrad,IntMsc,,cunv,F,B
e8,Director,20.0,92212,0.7925107683215176,1,409,,,,,M,A
e9,Manager,9.0,60770,1.6066140855779982,5,1753,,,18.0,iit,F,B
e10,Sr.Analyst,11.5,51756,2.076137912291797,7,2697,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,9.5,52689,1.6742676325501735,4,2106,Phd,,22.0,,M,A
e12,Sr.Manager,15.0,71986,0.8964346024089151,6,1683,,Msc,27.0,iit,F,A
e13,Analyst,8.0,42962,2.0468573981196307,7,2407,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,10.3,42114,1.757762430626389,5,3197,,,,,F,C
e15,Analyst,9.1,43235,1.617289970520756,8,3453,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,62438,1.1423365201314728,5,2558,Grad,Btech,16.0,clg,M,B
e17,Manager,9.8,67452,1.1645713911897055,3,1191,Grad,,,,M,B
e18,Sr.Manager,14.0,80788,0.5526284167962346,6,2504,,,15.0,,M,A
e19,Sr.Analyst,6.5,53414,2.225026840395918,8,3344,,,16.0,,M,A
e20,Sr.Analyst,10.7,58659,1.7235632283836448,4,2634,,,,,F,A
e21,Sr.Analyst,9.1,58940,1.8650296531270751,6,2546,,,,,M,A
e22,Sr.Analyst,10.0,49906,2.391410789239271,5,2547,postdoc,,,,F,A
e23,Analyst,7.2,42868,1.8130409399211223,9,3105,,,15.0,,M,C
e24,Analyst,8.5,50000,2.2639608454821314,8,2891,,,15.0,,M,C
e25,Analyst,8.7,43129,2.2717155964769726,4,1651,,,15.0,,M,C
e26,Manager,12.0,65927,1.0025532573598124,6,1282,,,17.0,,M,B
e27,Manager,13.2,69651,1.3010079218750406,2,2358,,,17.0,,M,B
e28,Manager,12.5,68526,1.6880877602252464,6,2174,,,,,F,B
e29,Sr.Analyst,14.0,78172,1.4539597809119968,4,1412,,,17.0,,F,A
e30,Sr.Manager,12.2,74583,1.236335819169636,6,945,,,19.0,,F,A
e31,Sr.Analyst,10.2,53462,1.8051211206993938,5,2046,,,29.0,,M,A
e32,Sr.Analyst,12.9,56416,1.0484645707994487,7,1160,,,35.0,,F,A
e33,Director,14.0,98714,1.4031798813002085,4,4120,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,8.0,48165,2.2495499595385438,6,-26,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,11.2,58711,2.8428163993936857,5,2430,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,13.0,66320,0.7029780966212869,5,4590,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,14.0,67905,3.189826063846592,3,2270,PostGrad,Mtech,18.0,,F,A
e38,Director,16.0,95109,1.3243225683526703,5,7810,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,7.0,30153,5.640303351955059,9,2606,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,6.4,21178,9.52846877783142,15,4185,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,3.3,29354,3.0469272062349515,19,7493,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,3.7,34889,6.178430957339024,22,9392,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,3.9,21850,8.053398980580669,18,6253,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,4.4,22461,3.876877515317937,22,1569,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,4.1,24238,7.2303874412611915,2,-676,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,9.0,36713,4.043237197922765,6,9583,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,4.2,28720,3.5739047586515955,17,1403,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,2.2,17191,8.865039387399468,19,1510,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,6.6,24706,3.404481998137814,8,7323,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,1.2000000000000002,25381,6.62297381463866,24,2213,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,5.3,22081,1.6329760641578894,10,4063,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,6.7,21850,9.33069612076706,11,2320,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,3.2,26183,4.5411372299414925,22,2351,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,28217,2.878024544637107,16,5771,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,5.0,37822,6.918895889675709,17,11590,Grad,Btech,16.0,,F,B
e56,Sr.Dev,6.0,32359,3.5935427750890225,5,4564,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,9.5,37762,2.0190920810379493,17,3827,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,6.8,40140,6.77083830339629,4,10020,Grad,Btech,16.0,,F,B
e59,Sr.Dev,11.0,33868,2.4024560520863507,4,8854,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,7.7,37309,5.057865774193909,7,1589,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,6.5,29808,7.242495660000118,10,4536,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,8.3,43804,3.6942508904369307,13,5513,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,8.1,29852,2.9890160335745897,13,7141,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,8.0,46212,5.211040069167263,15,5691,Grad,Btech,16.0,,F,B
e65,Sr.Dev,9.0,49097,7.012069550097717,5,8883,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,7.3,40211,2.000681631289264,6,5997,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,4.9,31178,4.294517507873204,9,6534,Grad,Btech,16.0,,M,B
e68,Sr.Dev,8.9,34548,2.8343159345602373,8,5548,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,7.4,33729,4.749858535052897,11,2918,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,4.9,38195,2.904185910179619,9,4098,Grad,Btech,16.0,,M,B
e71,Sr.Dev,6.2,90241,6.764465801643622,5,5350,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,5.6,81226,6.624665572327629,6,9780,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,8.7,41682,3.7529762243832634,12,6263,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,8.6,38635,2.9868139227473107,16,3299,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,6.1,59714,7.263561390977037,8,8477,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,5.7,35318,2.851219376440047,15,4719,Grad,Btech,16.0,,M,B
e77,Sr.Dev,9.2,77213,4.103120996564103,10,5451,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,9.3,32216,3.1816862035319247,9,1856,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,6.1,34073,6.680352406075162,1,3067,Grad,Btech,16.0,,M,B
e80,Sr.Dev,8.4,43076,5.067877761961593,6,6406,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,4.3,33476,4.206239562972849,8,4472,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,7.0,30801,3.0991584886205783,11,4029,Grad,Btech,16.0,,F,B
e83,Sr.Dev,4.6,41730,3.5879891077258157,9,7202,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,8.0,34518,4.117359199440541,2,1926,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,15.0,82975,0.8771383750228934,5,1236,Grad,,15.0,clg,M,A
e2,Jr.Dev,2.0,24592,6.046604682077663,19,7025,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,5.0,38601,2.462203299736497,8,3216,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,2.0,20395,9.744632101157821,24,10138,,Mtech,18.0,,F,C
e5,Sr.Dev,8.0,37549,3.099843877076092,9,3462,,Btech,16.0,,F,B
e6,Sr.Dev,8.5,35905,2.1981384976746,8,2934,,,15.0,unv,M,B
e7,Sr.Dev,7.3,32893,3.254661162260423,9,2897,PostGrad,IntMsc,,cunv,F,B
e8,Director,20.0,87690,0.5026724266399547,2,2048,,,,,M,A
e9,Manager,13.0,63256,1.138608255577216,5,1492,,,18.0,iit,F,B
e10,Sr.Analyst,12.5,52939,1.3061747035591327,4,2819,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,9.5,54926,1.7663374510013437,6,1431,Phd,,22.0,,M,A
e12,Sr.Manager,14.0,72571,0.998076820918709,6,1557,,Msc,27.0,iit,F,A
e13,Analyst,7.0,44815,2.0448744895847697,7,2676,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,9.3,43339,2.2016150373959182,5,2424,,,,,F,C
e15,Analyst,11.1,45843,2.113868649924072,6,3324,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,66534,1.741803388627428,6,2318,Grad,Btech,16.0,clg,M,B
e17,Manager,10.8,65291,1.5078246429161113,4,2595,Grad,,,,M,B
e18,Sr.Manager,16.0,78517,1.125268897992254,4,2123,,,15.0,,M,A
e19,Sr.Analyst,7.5,54984,2.343883385072475,6,3457,,,16.0,,M,A
e20,Sr.Analyst,7.699999999999999,58453,1.5619736526432222,4,3205,,,,,F,A
e21,Sr.Analyst,9.1,58481,1.9528967834924815,7,2440,,,,,M,A
e22,Sr.Analyst,7.0,51380,2.3408635090473986,5,2500,postdoc,,,,F,A
e23,Analyst,7.2,42844,2.2752039512281264,8,2277,,,15.0,,M,C
e24,Analyst,7.5,49166,2.633012589074885,6,2445,,,15.0,,M,C
e25,Analyst,6.7,41716,1.727025220215043,8,3043,,,15.0,,M,C
e26,Manager,13.0,63199,1.4512767211539992,6,1661,,,17.0,,M,B
e27,Manager,12.2,69031,1.573828818021152,5,1623,,,17.0,,M,B
e28,Manager,9.5,71737,1.4497102666770587,7,1728,,,,,F,B
e29,Sr.Analyst,13.0,80943,0.7071482573208427,3,800,,,17.0,,F,A
e30,Sr.Manager,16.2,71144,0.8309119649730036,4,1061,,,19.0,,F,A
e31,Sr.Analyst,12.2,53299,1.651995236727518,3,2631,,,29.0,,M,A
e32,Sr.Analyst,11.9,51639,1.9531752746322169,4,2906,,,35.0,,F,A
e33,Director,14.0,102845,1.1212766245764612,8,5631,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,9.0,51797,2.796036063576662,2,-748,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,10.2,57992,2.5216063166327487,4,1677,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,11.0,69016,0.6639283512266234,7,4787,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,12.0,71050,3.645155721886986,2,1890,PostGrad,Mtech,18.0,,F,A
e38,Director,18.0,93356,1.2139581794350174,5,8957,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,6.0,32434,5.67098503472508,9,2694,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,5.4,22357,9.076630711987994,11,5087,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,3.3,24673,3.029605893364555,19,6574,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,5.7,34833,6.2630964887578875,18,8567,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,6.9,22314,8.181914212901951,18,6501,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,2.4,21592,3.2850917385621585,21,1449,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,3.0999999999999996,26516,6.598417572586291,4,603,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,5.0,32929,4.268598273838307,5,9677,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,6.2,28338,4.421562401407858,15,3233,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,4.2,16817,9.23240973214218,19,772,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,4.6,24851,4.363153343114727,9,8440,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,3.2,24679,7.379328263142777,22,1984,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,3.3,26127,2.1196436255709754,13,2501,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,5.7,25980,9.058434804263554,13,2779,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,3.2,28943,4.100552133450144,23,2416,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,6.5,26109,2.104346113436229,13,5845,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,6.0,37313,6.3304210202319835,13,12204,Grad,Btech,16.0,,F,B
e56,Sr.Dev,7.0,30701,4.137750332223484,3,3587,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,7.5,34785,1.8093994752727518,13,4831,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,7.8,42198,6.902945652060426,2,10121,Grad,Btech,16.0,,F,B
e59,Sr.Dev,10.0,31220,2.119224126994708,5,7374,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,6.7,33884,4.5442658010767225,9,1550,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,8.5,29921,7.1140233258556655,8,4091,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,5.3,39888,3.8842908763270927,11,5443,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,5.1,34729,2.972434784350862,15,7007,PostGrad,Msc,21.0,cunv,F,B
